DESHBANDHU,21.5,21.8,21.5,0.0,21.5,0.0,69,1.297,60021
DGIC,34.0,34.1,34.0,0.0,34.0,0.0,7,0.022,657
DHAKABANK,14.4,14.6,14.2,0.0,14.3,0.1,39,3.767,260539
DHAKAINS,60.9,61.0,60.9,0.0,60.7,0.2,15,0.116,1900
DOMINAGE,22.9,23.3,22.7,0.0,22.7,0.2,21,0.199,8709
DOREENPWR,70.1,70.2,69.8,0.0,69.2,0.9,69,2.353,33608
DSHGARME,167.0,167.0,161.3,0.0,160.7,6.3,202,3.934,23964
DSSL,22.3,22.6,22.3,0.0,22.2,0.1,766,79.78,3550839
DUTCHBANGL,76.9,77.4,76.9,0.0,76.9,0.0,51,1.437,18654
EASTERNINS,77.7,79.0,77.5,0.0,76.6,1.1,158,2.589,33058
EASTLAND,34.7,34.9,34.4,0.0,34.2,0.5,24,0.908,26085
EASTRNLUB,2146.0,2154.0,2135.0,0.0,2126.4,19.6,60,1.341,625
EBL,38.5,38.5,38.4,0.0,38.3,0.2,5,0.118,3060
EBL1STMF,7.6,7.6,7.6,0.0,7.6,0.0,6,0.13,17075
EBLNRBMF,6.5,6.6,6.5,0.0,6.5,0.0,18,1.95,300001
EGEN,49.1,51.1,49.1,0.0,50.1,-1.0,102,3.065,61934
EHL,54.4,54.5,53.7,0.0,53.6,0.8,136,5.989,110661
EIL,31.0,31.1,30.7,0.0,30.6,0.4,43,0.299,9645
EMERALDOIL,34.8,35.6,34.8,0.0,34.7,0.1,23,0.396,11312
ENVOYTEX,47.2,47.2,47.2,0.0,48.1,-0.9,15,1.187,25152
EPGL,39.8,39.9,39.5,0.0,39.5,0.3,54,0.695,17486
ESQUIRENIT,34.5,34.7,34.3,0.0,34.3,0.2,10,0.205,5931
EXIM1STMF,6.3,6.4,6.2,0.0,6.3,0.0,26,2.097,337820
EXIMBANK,12.5,12.6,12.4,0.0,12.5,0.0,14,0.377,30254
FBFIF,5.5,5.5,5.4,0.0,5.4,0.1,19,0.407,75142
FEDERALINS,31.2,31.3,30.9,0.0,30.9,0.3,22,0.651,20885
FEKDIL,18.0,18.1,17.8,0.0,17.9,0.1,25,0.499,27720
FIRSTSBANK,12.0,12.0,11.9,0.0,11.9,0.1,50,2.297,191891
FORTUNE,120.5,122.0,119.1,0.0,118.9,1.6,463,26.858,222823
FUWANGCER,16.8,17.1,16.7,0.0,16.7,0.1,90,1.85,109672
GBBPOWER,35.5,36.2,35.5,0.0,36.2,-0.7,551,39.564,1111167
GEMINISEA,470.0,474.7,445.0,0.0,440.5,29.5,1665,63.738,139393
GENEXIL,126.7,128.0,123.4,0.0,125.2,1.5,806,36.366,289836
GLOBALINS,45.2,46.5,44.4,0.0,45.1,0.1,39,0.572,12681
GOLDENSON,18.3,18.5,18.2,0.0,18.1,0.2,90,2.743,149393
GP,324.0,327.0,323.3,0.0,325.0,-1.0,223,5.653,17440
GPHISPAT,53.0,53.4,52.7,0.0,52.5,0.5,173,9.325,175967
GRAMEENS2,16.1,16.1,16.0,0.0,16.0,0.1,8,0.121,7516
GREENDELMF,7.6,7.6,7.5,0.0,7.5,0.1,3,0.019,2561
GREENDELT,82.6,83.0,82.1,0.0,82.3,0.3,46,2.179,26352
GSPFINANCE,27.9,28.1,27.4,0.0,27.4,0.5,184,11.069,396917
HRTEX,72.0,72.5,71.8,0.0,72.5,-0.5,155,4.789,66475
HWAWELLTEX,46.5,46.6,46.5,0.0,47.4,-0.9,10,0.997,21451
IBNSINA,288.0,292.0,288.0,0.0,286.4,1.6,7,0.154,530
IBP,19.2,19.4,18.9,0.0,19.1,0.1,120,5.502,287455
ICB,108.0,108.6,106.7,0.0,107.9,0.1,226,7.425,69058
ICB3RDNRB,7.0,7.1,7.0,0.0,7.0,0.0,2,0.014,2000
ICBAMCL2ND,9.8,9.8,9.6,0.0,9.5,0.3,21,0.212,21756
ICBEPMF1S1,7.8,7.8,7.8,0.0,7.9,-0.1,14,0.18,23100
ICBSONALI1,8.5,8.5,8.5,0.0,8.6,-0.1,1,0.001,100
IDLC,51.2,51.4,51.2,0.0,51.0,0.2,43,0.99,19319
IFADAUTOS,46.8,47.2,46.8,0.0,46.6,0.2,40,1.473,31444
IFIC,14.6,14.6,14.4,0.0,14.5,0.1,285,23.236,1598933
IFIC1STMF,5.8,5.8,5.7,0.0,5.7,0.1,7,0.379,66532
IFILISLMF1,6.9,6.9,6.8,0.0,6.9,0.0,19,0.263,38716
INDEXAGRO,105.5,106.0,105.1,0.0,105.8,-0.3,56,1.062,10046
INTECH,31.5,32.4,31.5,0.0,32.1,-0.6,118,2.848,90049
INTRACO,21.6,21.7,21.3,0.0,21.3,0.3,115,3.848,178133
ISLAMIBANK,32.5,32.5,32.4,0.0,32.5,0.0,18,0.934,28772
ISLAMICFIN,23.7,23.8,23.3,0.0,23.3,0.4,75,1.702,72380
ISLAMIINS,53.1,53.4,53.0,0.0,52.9,0.2,37,1.172,22045
ITC,35.8,36.6,35.6,0.0,36.3,-0.5,105,1.927,53842
JAMUNABANK,24.2,24.3,24.2,0.0,24.3,-0.1,34,1.75,72242
JAMUNAOIL,161.9,163.7,161.9,0.0,162.3,-0.4,50,1.58,9745
JANATAINS,37.5,38.4,37.5,0.0,37.5,0.0,10,0.301,8012
JMISMDL,345.9,346.1,343.1,0.0,342.5,3.4,126,4.093,11889
KARNAPHULI,36.2,36.6,35.9,0.0,35.6,0.6,24,0.29,8040
KAY&QUE,254.0,259.7,252.0,0.0,251.1,2.9,23,1.184,4649
KDSALTD,57.7,58.4,57.3,0.0,57.3,0.4,53,1.78,30794
KEYACOSMET,8.0,8.2,8.0,0.0,8.1,-0.1,859,69.014,8572283
KOHINOOR,404.8,408.9,403.0,0.0,399.3,5.5,30,0.193,477
KTL,38.2,38.9,38.2,0.0,38.8,-0.6,15,0.846,21980
LANKABAFIN,33.3,33.6,32.9,0.0,32.8,0.5,177,9.033,272629
LEGACYFOOT,61.3,61.8,60.7,0.0,60.2,1.1,67,0.889,14525
LHBL,68.7,68.9,68.2,0.0,68.2,0.5,188,7.679,112075
LIBRAINFU,919.5,919.8,907.1,0.0,904.6,14.9,122,2.257,2467
LINDEBD,1585.0,1593.5,1585.0,0.0,1586.7,-1.7,125,5.449,3431
LOVELLO,37.3,37.7,37.0,0.0,36.9,0.4,107,3.953,106020
LRBDL,40.3,40.4,39.7,0.0,39.8,0.5,97,2.651,66037
LRGLOBMF1,6.7,6.7,6.7,0.0,6.7,0.0,2,0.101,15000
MALEKSPIN,29.7,30.1,29.5,0.0,29.5,0.2,144,7.916,266396
MARICO,2359.0,2364.0,2351.0,0.0,2350.1,8.9,9,0.231,98
MATINSPINN,65.0,65.5,64.5,0.0,64.7,0.3,93,2.124,32606
MBL1STMF,8.0,8.0,8.0,0.0,7.9,0.1,2,0.035,4354
MEGHNACEM,71.8,72.0,71.8,0.0,70.3,1.5,5,0.019,262
MERCANBANK,17.7,17.8,17.6,0.0,17.6,0.1,176,9.584,541671
MERCINS,43.4,43.4,42.4,0.0,42.7,0.7,5,0.234,5501
METROSPIN,23.2,23.5,23.0,0.0,22.8,0.4,87,0.907,38936
MHSML,37.3,38.1,37.0,0.0,37.7,-0.4,349,27.388,732562
MIRAKHTER,61.3,62.9,61.2,0.0,61.3,0.0,12,0.136,2199
MJLBD,88.0,88.4,87.5,0.0,87.5,0.5,15,0.182,2073
MLDYEING,23.5,23.7,23.5,0.0,23.4,0.1,60,0.981,41603
MONNOAGML,545.0,545.0,540.0,0.0,537.3,7.7,107,2.51,4627
MONNOCERA,110.8,111.1,109.6,0.0,109.2,1.6,118,1.945,17665
MONOSPOOL,244.8,246.4,236.0,0.0,233.6,11.2,509,10.598,43829
MPETROLEUM,190.8,193.0,190.8,0.0,193.0,-2.2,3,0.021,111
MTB,19.1,19.5,19.1,0.0,19.2,-0.1,7,1.034,54020
NAHEEACP,63.0,63.5,62.7,0.0,62.5,0.5,272,21.709,343691
NAVANACNG,30.1,30.8,30.1,0.0,29.7,0.4,3,0.0,3
NBL,7.5,7.6,7.4,0.0,7.5,0.0,216,16.31,2174676
NCCBANK,15.5,15.5,15.4,0.0,15.3,0.2,20,2.245,145474
NEWLINE,45.9,45.9,45.7,0.0,45.5,0.4,11,2.083,45450
NHFIL,45.0,45.5,44.9,0.0,44.6,0.4,73,1.282,28412
NITOLINS,50.5,51.4,50.5,0.0,51.5,-1.0,85,1.842,36293
NORTHRNINS,47.5,47.6,47.5,0.0,47.5,0.0,17,0.347,7300
NPOLYMER,54.0,54.2,53.8,0.0,53.2,0.8,109,4.482,83003
NRBCBANK,24.4,24.6,24.4,0.0,24.3,0.1,135,4.534,185072
OLYMPIC,138.8,139.5,137.5,0.0,137.5,1.3,89,2.228,16038
ONEBANKLTD,13.4,13.5,13.2,0.0,13.2,0.2,313,22.58,1692300
ORIONINFU,86.0,86.5,85.5,0.0,85.0,1.0,124,3.25,37765
ORIONPHARM,102.3,102.6,101.8,0.0,101.4,0.9,467,34.599,338489
PADMAOIL,206.0,206.0,206.0,0.0,205.1,0.9,1,0.0,1
PAPERPROC,268.7,269.0,259.2,0.0,257.5,11.2,783,23.109,87150
PARAMOUNT,58.7,60.3,58.5,0.0,62.8,-4.1,417,8.954,151142
PDL,13.1,13.3,13.1,0.0,13.0,0.1,170,9.789,741174
PENINSULA,36.6,37.1,36.5,0.0,36.5,0.1,49,1.583,43286
PEOPLESINS,63.5,65.9,63.5,0.0,64.7,-1.2,567,30.449,472375
PF1STMF,10.5,10.7,10.5,0.0,10.6,-0.1,34,2.466,234534
PHARMAID,843.6,846.9,832.1,0.0,827.7,15.9,483,19.614,23325
PHENIXINS,47.8,48.7,47.8,0.0,47.7,0.1,4,0.085,1779
PHOENIXFIN,21.2,21.9,21.2,0.0,21.5,-0.3,41,1.103,51777
