56.8,57.0,56.1,56.8,56.4,0.4,176,5.039,88620
187.9,197.0,185.0,187.9,187.8,0.1,267,4.969,25798
44.4,46.9,44.1,44.4,45.6,-1.2,2453,140.363,3075701
18.4,18.9,18.2,18.4,18.3,0.1,289,12.206,659656
5.9,6.0,5.8,5.9,5.9,0.0,118,4.699,794923
34.6,34.7,33.8,34.5,33.9,0.7,14,0.347,10067
16.6,16.8,16.2,16.6,16.4,0.2,152,11.252,681222
3086.7,3100.0,3049.0,3086.7,3068.5,18.2,245,8.564,2786
21.8,22.1,21.7,21.8,21.8,0.0,374,10.436,477253
62.1,63.0,61.8,62.1,62.2,-0.1,65,1.124,18089
255.9,258.1,255.5,255.9,256.3,-0.4,442,17.533,68327
26.9,26.9,26.2,26.7,26.2,0.7,316,23.462,883967
41.2,42.4,41.0,41.2,41.3,-0.1,131,2.332,56348
7.8,8.1,7.8,7.9,7.7,0.1,50,3.217,405165
8.7,8.9,8.7,8.7,8.7,0.0,12,0.208,23950
21.9,22.7,21.7,21.9,22.1,-0.2,509,16.228,730345
1090.8,1098.0,1080.3,1090.8,1132.7,-41.9,1464,28.741,26290
290.6,299.9,290.0,290.6,295.0,-4.4,448,13.632,46747
