TITASGAS,43.10,Fuel & Power,A,2.2,2.88,3.5,72.57,2021
TOSRIFA,19.00,Textile,B,0.73,0.86,0.64,29.35,2021
TRUSTB1MF,5.80,Mutual Funds,A,0.9,1.14,2.24,11.91,2021
TRUSTBANK,35.00,Bank,A,4.5,5.18,2.77,27.37,2020
TUNGHAI,6.20,Textile,Z,-,-, n/a ,-5.76,2021
UCB,15.90,Bank,A,1.29,2.2,2.42,29.35,2020
UNILEVERCL,3268.70,Food & Allied,A,44.0,42.8,43.94,123.08,2020
UNIONBANK,12.90,Bank,N,-,2.91,1.0,16.38,2020
UNIONCAP,9.20,Financial Institutions,B,-,-, n/a ,4.12,2020
UNIONINS,52.00,Insurance,N,-,1.97,1.28,17.39,2020
UNIQUEHRL,60.10,Travel & Leisure,A,1.0,0.48, n/a ,88.03,2021
UNITEDFIN,20.40,Financial Institutions,A,1.0,0.96,1.14,17.11,2020
UNITEDINS,60.70,Insurance,A,1.1,2.4,2.04,33.04,2020
UPGDCL,251.70,Fuel & Power,A,17.0,23.68,18.8,56.18,2021
USMANIAGL,62.00,Miscellaneous,Z,-,-, n/a ,85.82,2021
UTTARABANK,26.60,Bank,A,4.58,3.58,4.28,34.79,2020
UTTARAFIN,41.00,Financial Institutions,A,3.55,2.25,9.47,62.45,2019
VAMLBDMF1,7.70,Mutual Funds,A,1.5,0.44,2.13,14.63,2021
VAMLRBBF,8.50,Mutual Funds,A,0.16,1.3,1.68,10.16,2020
VFSTDL,21.40,Textile,A,1.1,1.76,1.5,18.7,2021
WALTONHIL,1118.70,Engineering,A,25.0,29.46,54.23,311.59,2021
WATACHEM,295.30,Pharmaceuticals & Chemicals,A,3.0,5.04,6.14,60.22,2021
WMSHIPYARD,13.00,Engineering,B,0.38,-,0.86,24.06,2020
YPL,24.20,Engineering,B,-,1.0, n/a ,11.12,2021
ZAHEENSPIN,9.10,Textile,B,-,-, n/a ,6.25,2021
ZAHINTEX,7.50,Textile,B,-,-, n/a ,15.71,2021
ZEALBANGLA,147.60,Food & Allied,Z,-,-, n/a ,-817.43,2021
